ESTIMATED IMPACT OF ADENOMA AND COLORECTAL CANCER EARLY DETECTION ON HEALTH OUTCOMES AND SCREENING EFFECTIVENESS,https://eposters.ddw.org/ddw/2023/ddw-2023/380150/paul.limburg.estimated.impact.of.adenoma.and.colorectal.cancer.early.detection.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Limburg P. May 9, 2023; Tu1116"
COST-EFFECTIVENESS OF STOOL-BASED COLORECTAL CANCER SCREENING PROGRAMS FROM A HEALTH SYSTEM PERSPECTIVE,https://eposters.ddw.org/ddw/2023/ddw-2023/380151/paul.limburg.cost-effectiveness.of.stool-based.colorectal.cancer.screening.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Limburg P. May 9, 2023; Tu1117"
ATTRITION IN THE CRITICAL CLINICAL STEPS BETWEEN ABNORMAL FIT AND FOLLOW-UP COLONOSCOPY IN A LARGE FEDERALLY...,https://eposters.ddw.org/ddw/2023/ddw-2023/380152/megan.mcleod.attrition.in.the.critical.clinical.steps.between.abnormal.fit.and.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"McLeod M. May 9, 2023; Tu1118"
THE EFFECTIVENESS OF GENE-FIT GUIDED PERSONALIZED COLORECTAL CANCER SCREENING,https://eposters.ddw.org/ddw/2023/ddw-2023/380153/sam.li-sheng.chen.the.effectiveness.of.gene-fit.guided.personalized.colorectal.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Chen S. May 9, 2023; Tu1119"
ASSESSING OVERDIAGNOSIS OF FECAL IMMUNOLOGICAL TEST SERVICE SCREENING FOR COLORECTAL CANCER: A DIGITAL TWIN...,https://eposters.ddw.org/ddw/2023/ddw-2023/380154/ting-yu.lin.assessing.overdiagnosis.of.fecal.immunological.test.service.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Lin T. May 9, 2023; Tu1120"
COMPARISON OF WITHDRAWAL TIME AND LESION DETECTION RATES IN SUBJECTS AT ABOVE-AVERAGE RISK FOR COLORECTAL NEOPLASIA,https://eposters.ddw.org/ddw/2023/ddw-2023/380155/brendan.andres.comparison.of.withdrawal.time.and.lesion.detection.rates.in.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Andres B. May 9, 2023; Tu1121"
EFFECTIVENESS AND SAFETY OF ENDOSCOPIC SUBMUCOSAL DISSECTION FOR COLORECTAL NEOPLASM IN PATIENTS WITH HIGH...,https://eposters.ddw.org/ddw/2023/ddw-2023/380156/dong.hyun.kim.effectiveness.and.safety.of.endoscopic.submucosal.dissection.for.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Kim D. May 9, 2023; Tu1122"
IMMUNE MICROENVIRONMENT PROFILING OF NORMAL APPEARING COLORECTAL TISSUES REPRODUCIABLY IDENTIFIES LYNCH SYNDROME...,https://eposters.ddw.org/ddw/2023/ddw-2023/380159/rhonda.brand.immune.microenvironment.profiling.of.normal.appearing.colorectal.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Brand R. May 9, 2023; Tu1125"
MEETING COLORECTAL CANCER SCREENING PROGRAM GOALS BY SELECTING THE MOST APPROPRIATE TEST POSITIVITY THRESHOLD...,https://eposters.ddw.org/ddw/2023/ddw-2023/380160/erin.symonds.meeting.colorectal.cancer.screening.program.goals.by.selecting.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Symonds E. May 9, 2023; Tu1126"
USE OF METHYLATED CTDNA IN SURVEILLANCE AFTER TREATMENT FOR COLORECTAL CANCER,https://eposters.ddw.org/ddw/2023/ddw-2023/380165/erin.symonds.use.of.methylated.ctdna.in.surveillance.after.treatment.for.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Symonds E. May 9, 2023; Tu1131"
ASSESSMENT OF AN EARLY VERSION BLOOD BASED MULTIMODAL CFDNA ASSAY FOR THE DETECTION OF COLORECTAL CANCER...,https://eposters.ddw.org/ddw/2023/ddw-2023/380166/demetria.tennefoss.assessment.of.an.early.version.blood.based.multimodal.cfdna.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Tennefoss D. May 9, 2023; Tu1132"
M6A-BASED BIOMARKERS FOR RISK-STRATIFICATION AND RESPONSE PREDICTION TO ADJUVANT CHEMOTHERAPY IN STAGE II-III...,https://eposters.ddw.org/ddw/2023/ddw-2023/380167/silei.sui.m6a-based.biomarkers.for.risk-stratification.and.response.prediction.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"SUI S. May 9, 2023; Tu1133"
RADIOIMMUNOTHERAPY OF AT-211-LABELED ANTI-FIBROBLAST GROWTH FACTOR RECEPTOR 4 (FGFR4) ANTIBODY IS A PROMISING...,https://eposters.ddw.org/ddw/2023/ddw-2023/380168/komei.kuge.radioimmunotherapy.of.at-211-labeled.anti-fibroblast.growth.factor.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Kuge K. May 9, 2023; Tu1134"
THE DARK AGE OF SINGLE ORGAN SCREENING IS OVER: CD24 IS A NOVEL UNIVERSAL PAN-CANCER BLOOD TEST FOR EARLY...,https://eposters.ddw.org/ddw/2023/ddw-2023/380169/nadir.arber.the.dark.age.of.single.organ.screening.is.over.cd24.is.a.novel.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Arber N. May 9, 2023; Tu1135"
HYPERMETHYLATION OF BCAT1 AND IKZF1 IS AN EARLY AND PERSISTING EVENT DURING COLORECTAL...,https://eposters.ddw.org/ddw/2023/ddw-2023/380170/jean.winter.hypermethylation.of.3Ci3Ebcat1.3C.i3Eand.3Ci3Eikzf13C.i3E.is.an.early.and.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Winter J. May 9, 2023; Tu1136"
EXPRESSION PATTERN OF DNA DAMAGE RESPONSE PROTEIN 53BP1 ASSOCIATES WITH HISTOLOGICAL FEATURES OF HYPOPHARYNGEAL...,https://eposters.ddw.org/ddw/2023/ddw-2023/380171/maiko.tabuchi.expression.pattern.of.dna.damage.response.protein.53bp1.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Tabuchi M. May 9, 2023; Tu1137"
SERUM TREFOIL FACTOR FAMILY 3 AS AN EFFECTIVE BIOMARKER FOR THE DETECTION OF ADVANCED COLORECTAL CANCER,https://eposters.ddw.org/ddw/2023/ddw-2023/380174/hyun.seok.lee.serum.trefoil.factor.family.3.as.an.effective.biomarker.for.the.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Lee H. May 9, 2023; Tu1140"
ANALYSIS OF CIRCULATING TUMOR DNA FOR MALIGNANCIES SENT AT THE TIME OF ENDOSCOPIC VISUALIZATION: AN OPTIMAL...,https://eposters.ddw.org/ddw/2023/ddw-2023/380175/dawid.nowak.analysis.of.circulating.tumor.dna.for.malignancies.sent.at.the.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Nowak D. May 9, 2023; Tu1141"
ESTROGEN RECEPTOR GPER AFFECTS THE PROGNOSIS OF GASTRIC CANCER BY REGULATING THE IMMUNE INFILTRATION AND ROS:...,https://eposters.ddw.org/ddw/2023/ddw-2023/380176/yang.xuefei.estrogen.receptor.gper.affects.the.prognosis.of.gastric.cancer.by.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Xuefei Y. May 9, 2023; Tu1142"
HIGH DENSITY LIPOPROTEIN CHOLESTEROL REDUCES THE RISK OF GASTRIC CANCER MORTALITY,https://eposters.ddw.org/ddw/2023/ddw-2023/380177/su.youn.nam.high.density.lipoprotein.cholesterol.reduces.the.risk.of.gastric.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Nam S. May 9, 2023; Tu1143"
EVALUATION OF GERIATRIC ASSESSMENT FOR ELDERLY PATIENTS WITH GASTROINTESTINAL OR BILIARY PANCREATIC CANCER WHO...,https://eposters.ddw.org/ddw/2023/ddw-2023/380178/yoshiyasu.kono.evaluation.of.geriatric.assessment.for.elderly.patients.with.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Kono Y. May 9, 2023; Tu1144"
GROWTH ARREST-SPECIFIC 7 (GAS7) AS A NOVEL TUMOR SUPPRESOR GENE DURING COLON CARCINOGENESIS: IMPACT ON...,https://eposters.ddw.org/ddw/2023/ddw-2023/380179/sage.parker.growth.arrest-specific.7.28gas729.as.a.novel.tumor.suppresor.gene.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Parker S. May 9, 2023; Tu1145"
GERMLINE AND SOMATIC VARIANTS ASSOCIATED WITH IMMUNE-CHECKPOINT INHIBITOR RELATED COLITIS,https://eposters.ddw.org/ddw/2023/ddw-2023/380180/sarah.abou.alaiwi.germline.and.somatic.variants.associated.with.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Abou Alaiwi S. May 9, 2023; Tu1146"
LONGITUDINAL ASSESSMENT OF GASTRIC PREMALIGNANT CONDITIONS: HIGHER CONCORDANCE AND RISK PREDICTION OF THE OLGIM...,https://eposters.ddw.org/ddw/2023/ddw-2023/380164/arnoldo.riquelme.longitudinal.assessment.of.gastric.premalignant.conditions.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Riquelme A. May 9, 2023; Tu1130"
COMBINATION OF LOW-COST SERUM BIOMARKERS YIELD EXCELLENT PREDICTIVE PERFORMANCE FOR THE NON-INVASIVE DETECTION...,https://eposters.ddw.org/ddw/2023/ddw-2023/380163/arnoldo.riquelme.combination.of.low-cost.serum.biomarkers.yield.excellent.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Riquelme A. May 9, 2023; Tu1129"
EVALUATING DIFFERENT APPROACHES FOR CALCULATING ADENOMA DETECTION RATE: IS SCREENING COLONOSCOPY THE GOLD STANDARD?,https://eposters.ddw.org/ddw/2023/ddw-2023/380138/douglas.corley.evaluating.different.approaches.for.calculating.adenoma.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Corley D. May 9, 2023; Tu1104"
ECONOMIC EVALUATION OF PERSONALIZED COLORECTAL CANCER SCREENING WITH DEEP MACHINE LEARNING,https://eposters.ddw.org/ddw/2023/ddw-2023/380128/pi-chun.chuang.economic.evaluation.of.personalized.colorectal.cancer.screening.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Chuang P. May 9, 2023; Tu1094"
WAS THERE INCREASED INPATIENT GASTROSTOMY TUBE PLACEMENT DURING THE 2020 COVID-19 PANDEMIC?,https://eposters.ddw.org/ddw/2023/ddw-2023/380108/robert.christopher.chase.was.there.increased.inpatient.gastrostomy.tube.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Chase R. May 9, 2023; Tu1074"
EFFECT OF CARDIAC AND PULMONARY DISEASE IN PATIENTS UNDERGOING RADIO-FREQUENCY ABLATION (RFA): A POPULATION...,https://eposters.ddw.org/ddw/2023/ddw-2023/380096/herman.suga.effect.of.cardiac.and.pulmonary.disease.in.patients.undergoing.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Suga H. May 9, 2023; Tu1062"
PSYCHIATRIC COMORBIDITIES AT PRESENTATION IS ASSOCIATED WITH HIGHER BURDEN OF ESOPHAGEAL SYMPTOMS: A PROSPECTIVE...,https://eposters.ddw.org/ddw/2023/ddw-2023/377660/anton.de.witte.psychiatric.comorbidities.at.presentation.is.associated.with.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"De Witte A. May 8, 2023; Mo1099"
GLOBAL PERCEPTION OF NORMAL LIFE BY HEALTHCARE PROFESSIONALS AND IBD PATIENTS: MIND THE GAP,https://eposters.ddw.org/ddw/2023/ddw-2023/377661/joep.van.oostrom.global.perception.of.normal.life.by.healthcare.professionals.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"van Oostrom J. May 8, 2023; Mo1100"
EXPERIENCE-RELATED ASPECTS OF CARE: WHAT IS ACTUALLY MEASURED IN PATIENT-REPORTED INSTRUMENTS? A REVIEW.,https://eposters.ddw.org/ddw/2023/ddw-2023/377662/alan.lobo.experience-related.aspects.of.care.what.is.actually.measured.in.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Lobo A. May 8, 2023; Mo1101"
VALIDATION OF THE LARYNGEAL HYPERVIGILANCE AND ANXIETY SCALE INSTRUMENT,https://eposters.ddw.org/ddw/2023/ddw-2023/377666/amanda.krause.validation.of.the.laryngeal.hypervigilance.and.anxiety.scale.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Krause A. May 8, 2023; Mo1105"
PREVALENCE OF MEAL-RELATED GASTROINTESTINAL SYMPTOMS IN PATIENTS WITH A DISORDER OF GUT-BRAIN INTERACTION,https://eposters.ddw.org/ddw/2023/ddw-2023/377667/esther.colomier.prevalence.of.meal-related.gastrointestinal.symptoms.in.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Colomier E. May 8, 2023; Mo1106"
A COMPARATIVE STUDY OF DISORDERS OF GUT-BRAIN INTERACTION IN WESTERN EUROPE AND ASIA BASED ON THE ROME...,https://eposters.ddw.org/ddw/2023/ddw-2023/377668/johann.hreinsson.a.comparative.study.of.disorders.of.gut-brain.interaction.in.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Hreinsson J. May 8, 2023; Mo1107"
AGE DIFFERENCES IN CORE SYMPTOMS AND SYMPTOM RELATIONSHIPS IN PATIENTS WITH IRRITABLE BOWEL SYNDROME: A NETWORK...,https://eposters.ddw.org/ddw/2023/ddw-2023/377669/kendra.kamp.age.differences.in.core.symptoms.and.symptom.relationships.in.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Kamp K. May 8, 2023; Mo1108"
EPIDEMIOLOGICAL AND DIET RELATED DIFFERENCES IN DISORDERS OF GUT-BRAIN INTERACTION (DGBI) IN 4 COUNTRIES OF...,https://eposters.ddw.org/ddw/2023/ddw-2023/377671/max.schmulson.wasserman.epidemiological.and.diet.related.differences.in.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Schmulson Wasserman M. May 8, 2023; Mo1110"
EFFECTS ON QUALITY PERFORMANCE METRICS AFTER IMPLEMENTATION OF ANESTHESIA SERVICES IN A TERTIARY AMBULATORY...,https://eposters.ddw.org/ddw/2023/ddw-2023/377674/shajan.peter.effects.on.quality.performance.metrics.after.implementation.of.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Peter S. May 8, 2023; Mo1113"
AN ANALYSIS OF THE OPEN PAYMENT CMS DATABASE FOR GASTROENTEROLOGY GUIDELINES AUTHORS IN THE LAST DECADE: A WORK...,https://eposters.ddw.org/ddw/2023/ddw-2023/377676/laith.numan.an.analysis.of.the.open.payment.cms.database.for.gastroenterology.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Numan L. May 8, 2023; Mo1115"
"GENDER, USE OF ANTICOAGULANT AND PROLONGED USE ARE ASSOCIATED WITH FECAL MANAGEMENT SYSTEM RELATED COMPLICATIONS...",https://eposters.ddw.org/ddw/2023/ddw-2023/377677/manish.shrestha.gender.use.of.anticoagulant.and.prolonged.use.are.associated.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Shrestha M. May 8, 2023; Mo1116"
PATIENT AND PUBLIC INVOLVEMENT (PPIN) IN IBD RESEARCH - A SYSTEMATIC REVIEW,https://eposters.ddw.org/ddw/2023/ddw-2023/377683/karam.elsolh.3Cbr3E.patient.and.public.involvement.28ppin29.in.ibd.research.-.a.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Elsolh K. May 8, 2023; Mo1122"
OPTIMIZING PRIMARY CARE PHYSICIAN ATTRIBUTION STRATEGIES FOR HEALTH SYSTEM INTERVENTIONS TO INCREASE COLORECTAL...,https://eposters.ddw.org/ddw/2023/ddw-2023/377684/shailavi.jain.optimizing.primary.care.physician.attribution.strategies.for.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Jain S. May 8, 2023; Mo1123"
FRQOL29 IS A USEFUL INSTRUMENT IN EVALUATION OF HISPANIC PATIENTS WITH IBD AND HIGHLIGHTS THE ASSOCIATION...,https://eposters.ddw.org/ddw/2023/ddw-2023/377651/gala.godoy.brewer.frqol29.is.a.useful.instrument.in.evaluation.of.hispanic.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Godoy Brewer G. May 8, 2023; Mo1090"
PHASE 3 BIOMARKER STUDY FOR HCC SURVEILLANCE USING A NOVEL HES V2.0 ALGORITHM. A PROSPECTIVE COLLECTION WITH...,https://eposters.ddw.org/ddw/2023/ddw-2023/377690/hashem.el-serag.phase.3.biomarker.study.for.hcc.surveillance.using.a.novel.hes.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"El-Serag H. May 8, 2023; Mo1129"
SERUM METABOLIC BIOMARKER SIGNATURE IS PREDICTIVE OF THE RISK OF HEPATOCELLULAR CANCER IN PATIENTS WITH CIRRHOSIS,https://eposters.ddw.org/ddw/2023/ddw-2023/377691/hashem.el-serag.serum.metabolic.biomarker.signature.is.predictive.of.the.risk.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"El-Serag H. May 8, 2023; Mo1130"
SURVEILLANCE FOR PANCREATIC CANCER IN HIGH-RISK INDIVIDUALS LEADS TO IMPROVED OUTCOMES: A PROPENSITY...,https://eposters.ddw.org/ddw/2023/ddw-2023/377697/derk.klatte.surveillance.for.pancreatic.cancer.in.high-risk.individuals.leads.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Klatte D. May 8, 2023; Mo1136"
IDENTIFICATION AND VALUE OF VOLATILE ORGANIC COMPOUNDS (VOCS) IN EXHALED BREATH TO DISTINGUISH PATIENTS WITH...,https://eposters.ddw.org/ddw/2023/ddw-2023/377701/nuttanit.pungpipattrakul.identification.and.value.of.volatile.organic.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Pungpipattrakul N. May 8, 2023; Mo1140"
COLORECTAL CANCER IN MSH6 AND PMS2 LYNCH SYNDROME PATIENTS: CLINICAL PHENOTYPE IN A U.S. POPULATION,https://eposters.ddw.org/ddw/2023/ddw-2023/377710/tannaz.guivatchian.colorectal.cancer.in.msh6.and.pms2.lynch.syndrome.patients.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Guivatchian T. May 8, 2023; Mo1149"
GERMLINE MUTATIONS IN EARLY-ONSET COLORECTAL CANCER: THE MORE YOU SEARCH THE MORE YOU FIND.,https://eposters.ddw.org/ddw/2023/ddw-2023/377713/jose.perea.germline.mutations.in.early-onset.colorectal.cancer.the.more.you.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Perea J. May 8, 2023; Mo1152"
PROGRESSION TO DUODENAL SURGICAL RESECTION AMONG PATIENTS WITH FAMILIAL ADENOMATOUS POLYPOSIS UNDERGOING...,https://eposters.ddw.org/ddw/2023/ddw-2023/377721/hisham.wehbe.progression.to.duodenal.surgical.resection.among.patients.with.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Wehbe H. May 8, 2023; Mo1160"
GUIDELINE COMPLIANCE AND OUTCOMES OF GENETIC TESTING IN PANCREATIC CANCER PATIENTS,https://eposters.ddw.org/ddw/2023/ddw-2023/377723/derk.klatte.guideline.compliance.and.outcomes.of.genetic.testing.in.pancreatic.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Klatte D. May 8, 2023; Mo1162"
FAMILY HISTORY OF PANCREATIC CANCER: OUTCOMES OF A SINGLE CENTER GENETIC TESTING AND SCREENING PROGRAM,https://eposters.ddw.org/ddw/2023/ddw-2023/377725/alexis.bayudan.family.history.of.pancreatic.cancer.outcomes.of.a.single.center.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Bayudan A. May 8, 2023; Mo1164"
DUODENAL LUMINAL MICROBIOME PROFILES EXHIBIT SEX-SPECIFIC DIFFERENCES,https://eposters.ddw.org/ddw/2023/ddw-2023/377729/mohamad.rashid.duodenal.luminal.microbiome.profiles.exhibit.sex-specific.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Rashid M. May 8, 2023; Mo1168"
MICROBIOME BIOGEOGRAPHY ALONG THE GASTROINTESTINAL TRACT IS OBSERVED IN SPECIFIC PATHOGEN-FREE MICE AND IS...,https://eposters.ddw.org/ddw/2023/ddw-2023/377731/julianne.yang.microbiome.biogeography.along.the.gastrointestinal.tract.is.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Yang J. May 8, 2023; Mo1170"
IMPACT OF PROLONGED INTAKE OF HEALING EARTH ON THE GUT MICROBIOTA OF PATIENTS WITH DIARRHEA-PREDOMINANT...,https://eposters.ddw.org/ddw/2023/ddw-2023/377733/riccardo.vasapolli.impact.of.prolonged.intake.of.healing.earth.on.the.gut.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Vasapolli R. May 8, 2023; Mo1172"
TREATMENT SATISFACTION AND PREFERENCES IN CROHN’S PERIANAL FISTULAS: PATIENT AND HEALTHCARE PROFESSIONAL...,https://eposters.ddw.org/ddw/2023/ddw-2023/377659/bridgett.goodwin.treatment.satisfaction.and.preferences.in.crohns.perianal.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Goodwin B. May 8, 2023; Mo1098"
"PATIENT AND PHYSICIAN PERSPECTIVES ON THE IMPACT OF CROHN'S PERIANAL FISTULAS ON PATIENT LIFE, UNMET NEEDS WITH...",https://eposters.ddw.org/ddw/2023/ddw-2023/377658/bridgett.goodwin.patient.and.physician.perspectives.on.the.impact.of.crohn.s.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Goodwin B. May 8, 2023; Mo1097"
PATIENT-GASTROENTEROLOGIST DISCONNECT ON REMISSION STATUS AND SYMPTOM BURDEN IN ULCERATIVE COLITIS PATIENTS IN...,https://eposters.ddw.org/ddw/2023/ddw-2023/377655/myrlene.sanon.patient-gastroenterologist.disconnect.on.remission.status.and.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Sanon M. May 8, 2023; Mo1094"
